Index,Year,Month,DayofMonth,DayOfWeek,DepTime,ArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
13920,2011,1,23,7,1906,2023,XE,2280,N18114,77,60,-13,-4,IAH,PNS,489,4,13,0,,0
13921,2011,1,23,7,1448,1543,XE,2282,N14945,55,42,-10,3,IAH,DFW,224,4,9,0,,0
13922,2011,1,23,7,1043,1131,XE,2283,N12540,48,28,-2,-2,IAH,AUS,140,5,15,0,,0
13923,2011,1,23,7,1918,2230,XE,2288,N16976,132,110,-8,-2,IAH,DAY,929,6,16,0,,0
13924,2011,1,23,7,1232,1539,XE,2295,N16951,127,109,-11,3,IAH,CLT,913,4,14,0,,0
13925,2011,1,23,7,1536,1848,XE,2298,N14960,132,97,0,1,IAH,IND,845,5,30,0,,0
13926,2011,1,23,7,849,1023,XE,2302,N11140,94,78,-15,-9,IAH,BNA,657,5,11,0,,0
13927,2011,1,23,7,1301,1413,XE,2304,N12567,72,52,10,11,IAH,GPT,376,4,16,0,,0
13928,2011,1,23,7,1507,1627,XE,2308,N13566,80,58,8,-3,IAH,BRO,308,8,14,0,,0
13929,2011,1,23,7,906,1018,XE,2309,N12126,132,110,-2,-4,IAH,ABQ,744,5,17,0,,0
13930,2011,1,23,7,856,957,XE,2311,N18982,61,44,-8,-4,IAH,DFW,224,4,13,0,,0
13931,2011,1,23,7,1419,1735,XE,2317,N11150,136,119,9,14,IAH,GSO,986,3,14,0,,0
13932,2011,1,23,7,1731,2018,XE,2318,N14902,107,90,-10,1,IAH,ATL,689,7,10,0,,0
13933,2011,1,23,7,1418,1711,XE,2334,N27200,113,98,-7,-2,IAH,SAV,851,4,11,0,,0
13934,2011,1,23,7,1419,1555,XE,2336,N14177,96,79,-3,-1,IAH,ICT,542,5,12,0,,0
13935,2011,1,23,7,1055,1358,XE,2340,N11113,123,98,-5,0,IAH,SDF,788,6,19,0,,0
13936,2011,1,23,7,1600,1748,XE,2346,N16147,108,79,0,-5,IAH,HSV,595,5,24,0,,0
13937,2011,1,23,7,2119,2236,XE,2357,N13970,77,56,6,-1,IAH,LRD,301,3,18,0,,0
13938,2011,1,23,7,2106,2226,XE,2361,N13161,80,62,-10,-7,IAH,TUL,429,5,13,0,,0
13939,2011,1,23,7,1426,1551,XE,2375,N14998,85,63,-5,-4,IAH,TUL,429,6,16,0,,0
13940,2011,1,23,7,1755,1930,XE,2376,N14930,95,80,-19,-10,IAH,ICT,542,4,11,0,,0
13941,2011,1,23,7,1323,1622,XE,2380,N14204,119,94,-1,-2,IAH,AVL,834,3,22,0,,0
13942,2011,1,23,7,1020,1345,XE,2386,N21129,145,123,5,-5,IAH,GSO,986,5,17,0,,0
13943,2011,1,23,7,1306,1413,XE,2399,N14940,67,37,-3,-9,IAH,BTR,253,3,27,0,,0
13944,2011,1,23,7,1624,1816,XE,2400,N11199,172,156,-9,-6,IAH,PHX,1009,4,12,0,,0
13945,2011,1,23,7,1429,1726,XE,2405,N10156,117,95,12,19,IAH,LEX,828,4,18,0,,0
13946,2011,1,23,7,1134,1231,XE,2407,N15912,57,32,3,-1,IAH,LFT,201,9,16,0,,0
13947,2011,1,23,7,1905,1944,XE,2418,N17928,39,26,-21,-10,IAH,LCH,127,5,8,0,,0
13948,2011,1,23,7,1757,1909,XE,2425,N14933,72,54,-5,-3,IAH,BRO,308,5,13,0,,0
13949,2011,1,23,7,1416,1544,XE,2427,N15926,88,75,-4,1,IAH,LBB,458,5,8,0,,0
13950,2011,1,23,7,1133,1305,XE,2429,N14977,92,71,7,-2,IAH,MAF,429,5,16,0,,0
13951,2011,1,23,7,1133,1304,XE,2433,N12934,91,74,8,3,IAH,LBB,458,6,11,0,,0
13952,2011,1,23,7,821,1112,XE,2435,N14158,111,97,-3,-4,IAH,JAX,817,5,9,0,,0
13953,2011,1,23,7,850,1001,XE,2437,N12567,71,56,3,0,IAH,MFE,316,5,10,0,,0
13954,2011,1,23,7,1540,1635,XE,2442,N26545,55,32,-5,-5,IAH,LFT,201,5,18,0,,0
13955,2011,1,23,7,1035,1353,XE,2446,N14203,138,116,-11,-5,IAH,RDU,1043,9,13,0,,0
13956,2011,1,23,7,2303,3,XE,2450,N31131,60,37,5,-2,IAH,SAT,191,9,14,0,,0
13957,2011,1,23,7,2144,2300,XE,2451,N16961,76,60,17,29,IAH,OKC,395,3,13,0,,0
13958,2011,1,23,7,903,1016,XE,2453,N13964,73,53,-3,-7,IAH,BRO,308,5,15,0,,0
13959,2011,1,23,7,1639,1801,XE,2465,N17159,82,67,-13,-6,IAH,MAF,429,3,12,0,,0
13960,2011,1,23,7,1346,1635,XE,2472,N13994,109,98,-8,1,IAH,JAX,817,3,8,0,,0
13961,2011,1,23,7,1540,1728,XE,2474,N14977,108,80,4,5,IAH,BNA,657,5,23,0,,0
13962,2011,1,23,7,1417,1617,XE,2479,N11137,120,106,-7,2,IAH,DSM,802,3,11,0,,0
13963,2011,1,23,7,1932,2043,XE,2481,N15932,71,48,10,2,IAH,CRP,201,6,17,0,,0
13964,2011,1,23,7,1030,1135,XE,2482,N15926,65,51,-9,-5,IAH,GPT,376,3,11,0,,0
13965,2011,1,23,7,1629,1941,XE,2488,N13949,132,109,-13,-7,IAH,CLT,913,5,18,0,,0
13966,2011,1,23,7,1547,1917,XE,2492,N48901,150,123,-2,-3,IAH,RDU,1043,8,19,0,,0
13967,2011,1,23,7,2102,2244,XE,2493,N12567,102,79,-8,-10,IAH,ICT,542,5,18,0,,0
13968,2011,1,23,7,1626,1937,XE,2496,N16987,131,96,-3,-9,IAH,SDF,788,7,28,0,,0
13969,2011,1,23,7,1604,1755,XE,2497,N12934,111,78,42,34,IAH,ICT,542,5,28,0,,0
13970,2011,1,23,7,1308,1425,XE,2499,N11106,137,111,-3,-7,IAH,ABQ,744,5,21,0,,0
13971,2011,1,23,7,1130,1231,XE,2501,N11107,121,99,0,0,IAH,ELP,667,5,17,0,,0
13972,2011,1,23,7,1900,2109,XE,2511,N26545,129,110,10,10,IAH,DSM,802,4,15,0,,0
13973,2011,1,23,7,2122,2239,XE,2515,N13538,77,57,9,2,IAH,HRL,295,4,16,0,,0
13974,2011,1,23,7,1048,1359,XE,2520,N18120,131,104,-1,-2,IAH,CVG,871,5,22,0,,0
13975,2011,1,23,7,1142,1321,XE,2522,N21154,159,135,-2,-3,IAH,MTJ,926,4,20,0,,0
13976,2011,1,23,7,1416,1723,XE,2550,N12540,127,111,-12,-4,IAH,CLT,913,5,11,0,,0
13977,2011,1,23,7,930,1022,XE,2559,N14959,52,31,-1,0,IAH,LFT,201,3,18,0,,0
13978,2011,1,23,7,1909,2005,XE,2562,N11548,56,39,94,99,IAH,DAL,217,5,12,0,,0
13979,2011,1,23,7,1448,1614,XE,2569,N16112,86,69,-5,-2,IAH,MAF,429,4,13,0,,0
13980,2011,1,23,7,1920,2025,XE,2570,N14937,65,35,-3,-5,IAH,BTR,253,4,26,0,,0
13981,2011,1,23,7,1346,1650,XE,2572,N15983,124,109,-4,1,IAH,CHS,925,3,12,0,,0
13982,2011,1,23,7,1108,1232,XE,2576,N14960,84,73,-2,8,IAH,BHM,562,2,9,0,,0
13983,2011,1,23,7,1420,1514,XE,2581,N14930,54,42,-7,0,IAH,CRP,201,3,9,0,,0
13984,2011,1,23,7,1430,1532,XE,2591,N14953,62,38,3,0,IAH,DAL,217,5,19,0,,0
13985,2011,1,23,7,1250,1501,XE,2593,N16183,131,105,-3,-5,IAH,OMA,781,12,14,0,,0
13986,2011,1,23,7,1702,1816,XE,2594,N18120,74,61,-7,2,IAH,OKC,395,4,9,0,,0
13987,2011,1,23,7,1915,2210,XE,2597,N34110,115,92,-18,-10,IAH,SAV,851,7,16,0,,0
13988,2011,1,23,7,1758,2003,XE,2598,N14953,125,95,20,13,IAH,MCI,643,7,23,0,,0
13989,2011,1,23,7,1348,1636,XE,2599,N13124,168,146,5,-2,IAH,MSP,1034,6,16,0,,0
13990,2011,1,23,7,857,957,XE,2605,N16927,60,41,-4,-3,IAH,DAL,217,6,13,0,,0
13991,2011,1,23,7,1035,1334,XE,2622,N17159,119,99,-10,-5,IAH,CAE,878,2,18,0,,0
13992,2011,1,23,7,1445,1555,XE,2625,N14937,70,54,-4,-5,IAH,HRL,295,3,13,0,,0
13993,2011,1,23,7,1304,1605,XE,2629,N16961,121,99,-6,-6,IAH,GSP,838,3,19,0,,0
13994,2011,1,23,7,1435,1523,XE,2631,N15912,48,33,-12,-5,IAH,LFT,201,4,11,0,,0
13995,2011,1,23,7,2121,2225,XE,2648,N18120,124,109,-8,1,IAH,ABQ,744,5,10,0,,0
13996,2011,1,23,7,2108,2219,XE,2654,N14977,71,54,0,3,IAH,BRO,308,7,10,0,,0
13997,2011,1,23,7,2104,2153,XE,2666,N21144,109,97,-15,-6,IAH,ELP,667,4,8,0,,0
13998,2011,1,23,7,1729,1834,XE,2675,N13968,65,44,-1,-1,IAH,DFW,224,10,11,0,,0
13999,2011,1,23,7,2105,2152,XE,2692,N14148,47,31,-17,-10,IAH,LFT,201,4,12,0,,0
14000,2011,1,23,7,1555,1729,XE,2695,N14938,94,72,0,0,IAH,BHM,562,3,19,0,,0
14001,2011,1,23,7,1620,1727,XE,2705,N21197,67,51,-11,-5,IAH,GPT,376,4,12,0,,0
14002,2011,1,23,7,1356,1648,XE,2715,N11140,112,101,-10,-4,IAH,CAE,878,3,8,0,,0
14003,2011,1,23,7,1906,1954,XE,2731,N14177,48,31,-1,6,IAH,SHV,192,4,13,0,,0
14004,2011,1,23,7,1627,1735,XE,2748,N12567,68,57,-8,3,IAH,MOB,427,3,8,0,,0
14005,2011,1,23,7,1020,1153,XE,2750,N11539,93,79,-16,-10,IAH,HSV,595,4,10,0,,0
14006,2011,1,23,7,1250,1411,XE,2763,N14939,81,62,-5,0,IAH,TUL,429,4,15,0,,0
14007,2011,1,23,7,1347,1440,XE,2769,N14158,113,97,-3,2,IAH,ELP,667,3,13,0,,0
14008,2011,1,23,7,2108,2311,XE,2771,N16147,123,106,-7,-4,IAH,OMA,781,3,14,0,,0
14009,2011,1,23,7,1354,1500,XE,2773,N14942,66,49,-8,-1,IAH,JAN,351,4,13,0,,0
14010,2011,1,23,7,1456,1607,XE,2778,N13929,71,53,7,19,IAH,LIT,374,5,13,0,,0
14011,2011,1,23,7,1313,1655,XE,2780,N18101,162,136,-1,-7,IAH,ORF,1201,5,21,0,,0
14012,2011,1,23,7,1947,2231,XE,2782,N11140,104,90,-22,-8,IAH,TYS,772,4,10,0,,0
14013,2011,1,23,7,1620,1742,XE,2784,N12946,82,52,1,-5,IAH,LIT,374,4,26,0,,0
14014,2011,1,23,7,1320,1624,XE,2791,N16963,124,102,-14,-5,IAH,CVG,871,4,18,0,,0
14015,2011,1,23,7,900,1031,XE,2792,N13132,91,64,10,0,IAH,TUL,429,8,19,0,,0
14016,2011,1,23,7,1256,1445,XE,2793,N14959,109,91,-9,-4,IAH,MCI,643,7,11,0,,0
14017,2011,1,23,7,1552,1854,XE,2796,N11539,122,90,1,-3,IAH,ATL,689,12,20,0,,0
14018,2011,1,23,7,2004,2124,XE,2800,N12126,80,61,-12,-1,IAH,XNA,438,8,11,0,,0
14019,2011,1,23,7,2101,2149,XE,2803,N13936,48,32,-9,-4,IAH,SHV,192,4,12,0,,0
14020,2011,1,23,7,1911,2041,XE,2804,N13566,90,67,-7,-9,IAH,MEM,469,7,16,0,,0
14021,2011,1,23,7,1535,1636,XE,2809,N15948,61,42,0,-2,IAH,CRP,201,4,15,0,,0
14022,2011,1,23,7,1251,1402,XE,2811,N13956,71,56,-9,-4,IAH,MOB,427,4,11,0,,0
14023,2011,1,23,7,1120,1224,XE,2817,N14945,64,49,-5,-5,IAH,HRL,295,3,12,0,,0
14024,2011,1,23,7,1947,2241,XE,2822,N11137,114,95,-13,-3,IAH,GSP,838,4,15,0,,0
14025,2011,1,23,7,1252,1420,XE,2824,N14933,88,71,-8,-3,IAH,BHM,562,3,14,0,,0
14026,2011,1,23,7,1130,1227,XE,2826,N13929,57,39,-4,0,IAH,DAL,217,4,14,0,,0
14027,2011,1,23,7,1911,2023,XE,2830,N15941,72,50,-7,-4,IAH,JAN,351,7,15,0,,0
14028,2011,1,23,7,1014,1117,XE,2833,N14930,63,49,-11,-6,IAH,JAN,351,5,9,0,,0
14029,2011,1,23,7,1654,1821,XE,2834,N21129,87,68,16,4,IAH,JAN,351,7,12,0,,0
14030,2011,1,23,7,1640,1759,XE,2840,N12157,79,60,-1,5,IAH,PNS,489,5,14,0,,0
14031,2011,1,23,7,1316,1628,XE,2841,N18982,132,111,-17,-9,IAH,DAY,929,5,16,0,,0
14032,2011,1,23,7,1257,1422,XE,2844,N26141,85,69,-6,-3,IAH,VPS,528,5,11,0,,0
14033,2011,1,23,7,1135,1310,XE,2847,N11127,155,135,-10,-5,IAH,TUS,936,4,16,0,,0
14034,2011,1,23,7,1934,2114,XE,2873,N13929,100,78,44,54,IAH,AMA,519,4,18,0,,0
14035,2011,1,23,7,1243,1420,XE,2881,N15980,97,82,-10,-2,IAH,BNA,657,6,9,0,,0
14036,2011,1,23,7,1736,1908,XE,2882,N11565,92,81,-12,6,IAH,BNA,657,4,7,0,,0
14037,2011,1,23,7,1531,1632,XE,2884,N14943,61,38,1,1,IAH,DAL,217,5,18,0,,0
14038,2011,1,23,7,925,1049,XE,2885,N13202,144,117,1,-5,IAH,COS,809,6,21,0,,0
14039,2011,1,23,7,1150,1251,XE,2895,N13936,61,40,0,0,IAH,CRP,201,5,16,0,,0
14040,2011,1,23,7,1745,1830,XE,2902,N11119,45,33,-14,-5,IAH,LFT,201,3,9,0,,0
14041,2011,1,23,7,1920,2015,XE,2907,N14945,55,34,-11,-5,IAH,LFT,201,5,16,0,,0
14042,2011,1,23,7,852,1032,XE,2908,N16961,100,83,2,-7,IAH,AMA,519,5,12,0,,0
14043,2011,1,23,7,921,1136,XE,2916,N48901,135,110,0,-10,IAH,OMA,781,6,19,0,,0
14044,2011,1,23,7,1617,1800,XE,2920,N14940,103,61,11,-4,IAH,XNA,438,9,33,0,,0
14045,2011,1,23,7,1147,1401,XE,2924,N14125,134,108,5,-3,IAH,OMA,781,7,19,0,,0
14046,2011,1,23,7,1013,1126,XE,2928,N27200,73,61,-13,-7,IAH,TUL,429,4,8,0,,0
14047,2011,1,23,7,1649,1800,XE,2931,N13964,71,55,-9,-6,IAH,MFE,316,4,12,0,,0
14048,2011,1,23,7,1532,1617,XE,2936,N15986,45,31,-14,-3,IAH,AEX,190,5,9,0,,0
14049,2011,1,23,7,2038,2211,XE,2938,N36915,93,77,18,28,IAH,HSV,595,7,9,0,,0
14050,2011,1,23,7,1555,1730,XE,2944,N13936,95,64,10,0,IAH,MEM,469,8,23,0,,0
14051,2011,1,23,7,1427,1556,XE,2945,N14947,89,71,-13,-8,IAH,BHM,562,4,14,0,,0
14052,2011,1,23,7,1539,1816,XE,2948,N24103,157,122,0,-6,IAH,MKE,984,5,30,0,,0
14053,2011,1,23,7,1939,2056,XE,2954,N16571,77,56,-4,-1,IAH,MOB,427,4,17,0,,0
14054,2011,1,23,7,2254,2339,XE,2956,N13964,45,28,-7,-6,IAH,AUS,140,7,10,0,,0
14055,2011,1,23,7,1126,1231,XE,2964,N11192,65,42,-5,-4,IAH,DFW,224,13,10,0,,0
14056,2011,1,23,7,848,1021,XE,2967,N12921,93,74,-4,-7,IAH,LBB,458,5,14,0,,0
14057,2011,1,23,7,1026,1218,XE,2974,N15986,112,91,4,1,IAH,MCI,643,8,13,0,,0
14058,2011,1,23,7,1858,1953,XE,2975,N27962,55,35,-15,-2,IAH,GRK,166,6,14,0,,0
14059,2011,1,23,7,2119,2321,XE,2976,N12564,122,97,12,4,IAH,MCI,643,6,19,0,,0
14060,2011,1,23,7,1322,1618,XE,2980,N13958,116,92,-5,-3,IAH,TYS,772,5,19,0,,0
14061,2011,1,23,7,2021,2115,XE,2984,N12934,54,38,11,21,IAH,DAL,217,6,10,0,,0
14062,2011,1,23,7,1053,1403,XE,2986,N11565,130,111,-6,-2,IAH,CLT,913,6,13,0,,0
14063,2011,1,23,7,1054,1209,XE,2996,N17928,75,53,19,14,IAH,LIT,374,4,18,0,,0
14064,2011,1,23,7,1310,1436,XE,2998,N18102,86,63,1,5,IAH,MEM,469,5,18,0,,0
14065,2011,1,23,7,1039,1140,XE,3000,N14947,61,38,-8,-6,IAH,BTR,253,5,18,0,,0
14066,2011,1,23,7,1022,1202,XE,3002,N11184,100,82,-6,-3,IAH,BNA,657,7,11,0,,0
14067,2011,1,23,7,1306,1529,XE,3004,N12921,143,123,1,6,IAH,MKE,984,5,15,0,,0
14068,2011,1,23,7,1732,1829,XE,3005,N14925,57,43,0,2,IAH,CRP,201,4,10,0,,0
14069,2011,1,23,7,1011,1352,XE,3008,N11176,161,144,-3,-4,IAH,IAD,1190,8,9,0,,0
14070,2011,1,23,7,2006,2128,XE,3016,N21197,82,64,-20,1,IAH,VPS,528,8,10,0,,0
14071,2011,1,23,7,2016,2121,XE,3022,N15983,65,53,15,26,IAH,GPT,376,4,8,0,,0
14072,2011,1,23,7,1806,1915,XE,3027,N14942,69,49,-3,-4,IAH,HRL,295,3,17,0,,0
14073,2011,1,23,7,1435,1612,XE,3033,N17928,97,79,9,16,IAH,AMA,519,5,13,0,,0
14074,2011,1,23,7,2002,2259,XE,3036,N10156,117,103,-7,7,IAH,CHS,925,4,10,0,,0
14075,2011,1,23,7,1923,2102,XE,3038,N13123,99,79,-17,-2,IAH,BNA,657,3,17,0,,0
14076,2011,1,23,7,1013,1113,XE,3041,N13958,60,42,-3,-2,IAH,CRP,201,4,14,0,,0
14077,2011,1,23,7,1913,2159,XE,3050,N11113,106,91,-15,-2,IAH,JAX,817,4,11,0,,0
14078,2011,1,23,7,1016,1135,XE,3060,N27962,79,59,0,-4,IAH,OKC,395,4,16,0,,0
14079,2011,1,23,7,1405,1729,XE,3078,N14148,144,129,-1,10,IAH,RIC,1157,5,10,0,,0
14080,2011,1,23,7,915,1113,XE,3088,N16918,118,90,-3,-10,IAH,MCI,643,5,23,0,,0
14081,2011,1,23,7,1136,1330,XE,3092,N17108,114,92,2,1,IAH,MCI,643,9,13,0,,0
14082,2011,1,23,7,1903,2021,XE,3101,N15986,78,67,7,23,IAH,MAF,429,3,8,0,,0
14083,2011,1,23,7,1917,2033,XE,3105,N15980,76,55,-10,-3,IAH,LIT,374,6,15,0,,0
14084,2011,1,23,7,1015,1125,XE,3119,N11150,70,55,-4,0,IAH,MOB,427,5,10,0,,0
14085,2011,1,23,7,1249,1352,XE,3120,N12946,63,50,-13,-1,IAH,LIT,374,6,7,0,,0
14086,2011,1,23,7,1840,2006,XE,3127,N15926,86,73,3,20,IAH,LBB,458,5,8,0,,0
14087,2011,1,23,7,2045,2330,XE,3137,N27200,105,93,32,45,IAH,LEX,828,4,8,0,,0
14088,2011,1,23,7,1040,1137,XE,3138,N14177,57,39,-9,-5,IAH,SAT,191,2,16,0,,0
14089,2011,1,23,7,1537,1741,XE,3150,N13903,124,97,8,2,IAH,STL,668,9,18,0,,0
14090,2011,1,23,7,1123,1308,XE,3152,N14938,105,83,8,-2,IAH,AMA,519,6,16,0,,0
14091,2011,1,23,7,1947,2140,XE,3154,N16951,113,94,-11,-3,IAH,STL,668,7,12,0,,0
14092,2011,1,22,6,746,1044,XE,2006,N26545,118,92,6,1,IAH,ATL,689,5,21,0,,0
14093,2011,1,22,6,1621,1917,XE,2008,N14991,116,96,2,-1,IAH,JAX,817,4,16,0,,0
14094,2011,1,22,6,1329,1630,XE,2010,N16976,121,106,-4,-4,IAH,SDF,788,6,9,0,,0
14095,2011,1,22,6,1503,1617,XE,2025,N16149,134,115,3,-2,IAH,ABQ,744,7,12,0,,0
14096,2011,1,22,6,1043,1344,XE,2029,N34111,121,92,3,3,IAH,ATL,689,5,24,0,,0
14097,2011,1,22,6,1525,1623,XE,2033,N14938,58,38,-1,-5,IAH,BTR,253,3,17,0,,0
14098,2011,1,22,6,1020,1319,XE,2036,N29917,119,97,1,-5,IAH,JAX,817,4,18,0,,0
14099,2011,1,22,6,1041,1318,XE,2041,N12160,157,144,7,-4,IAH,MKE,984,4,9,0,,0
14100,2011,1,22,6,1929,2057,XE,2042,N12567,88,73,-7,-1,IAH,BHM,562,3,12,0,,0
14101,2011,1,22,6,1313,1435,XE,2048,N12946,82,63,-3,-7,IAH,OKC,395,3,16,0,,0
14102,2011,1,22,6,1859,2231,XE,2050,N11193,152,137,2,0,IAH,RIC,1157,5,10,0,,0
14103,2011,1,22,6,1929,2238,XE,2055,N26545,129,111,0,-1,IAH,CLT,913,4,14,0,,0
14104,2011,1,22,6,904,955,XE,2058,N11119,51,36,-16,-6,IAH,CRP,201,2,13,0,,0
14105,2011,1,22,6,1941,2244,XE,2060,N14180,123,105,-14,-4,IAH,CVG,871,7,11,0,,0
14106,2011,1,22,6,1011,1327,XE,2064,N14116,136,118,8,-4,IAH,IND,845,7,11,0,,0
14107,2011,1,22,6,1321,1632,XE,2066,N31131,131,116,-8,-4,IAH,PBI,956,6,9,0,,0
14108,2011,1,22,6,1522,1624,XE,2069,N13935,62,51,-8,-2,IAH,LRD,301,2,9,0,,0
14109,2011,1,22,6,1121,1237,XE,2082,N14204,136,119,1,-4,IAH,ABQ,744,4,13,0,,0
14110,2011,1,22,6,1141,1255,XE,2083,N12540,74,54,2,-4,IAH,MFE,316,5,15,0,,0
14111,2011,1,22,6,2116,2209,XE,2131,N13949,53,38,-5,-4,IAH,CRP,201,4,11,0,,0
14112,2011,1,22,6,730,909,XE,2132,N14942,99,64,23,0,IAH,LIT,374,5,30,0,,0
14113,2011,1,22,6,1644,1806,XE,2162,N11181,82,67,-2,-6,IAH,TUL,429,4,11,0,,0
14114,2011,1,22,6,1912,2254,XE,2171,N14177,162,141,4,-3,IAH,ORF,1201,4,17,0,,0
14115,2011,1,22,6,1249,1411,XE,2174,N18557,82,67,3,-1,IAH,PNS,489,5,10,0,,0
14116,2011,1,22,6,1920,2025,XE,2186,N14942,65,48,24,20,IAH,DFW,224,4,13,0,,0
14117,2011,1,22,6,2109,2235,XE,2192,N21130,86,70,-3,-6,IAH,MAF,429,4,12,0,,0
14118,2011,1,22,6,1314,1423,XE,2196,N16927,69,45,3,-1,IAH,DFW,224,6,18,0,,0
14119,2011,1,22,6,1142,1304,XE,2200,N18114,82,63,14,7,IAH,OKC,395,5,14,0,,0
14120,2011,1,22,6,1315,1441,XE,2213,N33182,86,64,-2,-5,IAH,XNA,438,4,18,0,,0
14121,2011,1,22,6,1416,1507,XE,2222,N14933,51,40,-9,1,IAH,BTR,253,3,8,0,,0
14122,2011,1,22,6,715,1028,XE,2240,N26141,133,117,-13,-5,IAH,RDU,1043,6,10,0,,0
14123,2011,1,22,6,1256,1419,XE,2241,N15948,83,70,0,-2,IAH,TUL,429,3,10,0,,0
14124,2011,1,22,6,1539,1922,XE,2244,N14188,163,139,8,-1,IAH,PIT,1117,7,17,0,,0
14125,2011,1,22,6,1012,1134,XE,2249,N11121,82,67,-4,-3,IAH,MEM,469,4,11,0,,0
14126,2011,1,22,6,1153,1315,XE,2253,N13202,82,68,29,28,IAH,TUL,429,3,11,0,,0
14127,2011,1,22,6,1035,1404,XE,2268,N14180,149,123,0,-5,IAH,PBI,956,2,24,0,,0
14128,2011,1,22,6,1125,1406,XE,2270,N12157,161,145,-4,-5,IAH,MSP,1034,6,10,0,,0
14129,2011,1,22,6,1136,1248,XE,2277,N14925,72,49,0,-4,IAH,BRO,308,7,16,0,,0
14130,2011,1,22,6,1527,1741,XE,2278,N15983,134,114,8,-3,IAH,OMA,781,6,14,0,,0
14131,2011,1,22,6,1910,2028,XE,2280,N11192,78,60,-3,0,IAH,PNS,489,4,14,0,,0
14132,2011,1,22,6,1921,2245,XE,2288,N16918,144,121,12,1,IAH,DAY,929,5,18,0,,0
14133,2011,1,22,6,1531,1841,XE,2298,N13956,130,112,-2,-4,IAH,IND,845,6,12,0,,0
14134,2011,1,22,6,1739,1822,XE,2301,N16961,43,33,-23,-1,IAH,AEX,190,3,7,0,,0
14135,2011,1,22,6,1248,1354,XE,2304,N14991,66,53,-4,-2,IAH,GPT,376,4,9,0,,0
14136,2011,1,22,6,908,1207,XE,2305,N13994,119,88,16,18,IAH,ATL,689,8,23,0,,0
14137,2011,1,22,6,1507,1610,XE,2308,N13124,63,49,-4,-3,IAH,BRO,308,5,9,0,,0
14138,2011,1,22,6,1325,1652,XE,2333,N14953,147,120,22,0,IAH,IND,845,7,20,0,,0
14139,2011,1,22,6,1416,1715,XE,2334,N14952,119,101,2,-4,IAH,SAV,851,4,14,0,,0
14140,2011,1,22,6,1417,1554,XE,2336,N27962,97,81,1,-3,IAH,ICT,542,3,13,0,,0
14141,2011,1,22,6,1045,1353,XE,2340,N16961,128,111,-10,-10,IAH,SDF,788,5,12,0,,0
14142,2011,1,22,6,1557,1743,XE,2346,N13964,106,81,0,-8,IAH,HSV,595,6,19,0,,0
14143,2011,1,22,6,1542,1643,XE,2354,N14158,61,36,0,2,IAH,SHV,192,11,14,0,,0
14144,2011,1,22,6,2134,2238,XE,2357,N13929,64,53,13,14,IAH,LRD,301,3,8,0,,0
14145,2011,1,22,6,2108,2229,XE,2361,N11565,81,65,-2,-5,IAH,TUL,429,4,12,0,,0
14146,2011,1,22,6,1111,1311,XE,2363,N11565,120,104,14,7,IAH,STL,668,6,10,0,,0
14147,2011,1,22,6,1843,2005,XE,2373,N17108,82,64,2,-2,IAH,TUL,429,3,15,0,,0
14148,2011,1,22,6,1809,1950,XE,2376,N15941,101,82,6,4,IAH,ICT,542,4,15,0,,0
14149,2011,1,22,6,1023,1347,XE,2386,N11181,144,119,7,-2,IAH,GSO,986,4,21,0,,0
14150,2011,1,22,6,1308,1354,XE,2399,N11193,46,36,-22,-7,IAH,BTR,253,2,8,0,,0
14151,2011,1,22,6,1403,1709,XE,2405,N21197,126,110,-2,-7,IAH,LEX,828,5,11,0,,0
14152,2011,1,22,6,1759,1904,XE,2425,N13566,65,50,-5,-1,IAH,BRO,308,5,10,0,,0
14153,2011,1,22,6,1412,1544,XE,2427,N14930,92,74,1,-3,IAH,LBB,458,4,14,0,,0
14154,2011,1,22,6,1131,1258,XE,2429,N14203,87,70,0,-4,IAH,MAF,429,5,12,0,,0
14155,2011,1,22,6,852,958,XE,2430,N16112,66,52,0,2,IAH,MFE,316,5,9,0,,0
14156,2011,1,22,6,728,1102,XE,2432,N11150,154,120,14,-2,IAH,PBI,956,2,32,0,,0
14157,2011,1,22,6,1123,1257,XE,2433,N14938,94,74,1,-7,IAH,LBB,458,5,15,0,,0
14158,2011,1,22,6,1015,1135,XE,2434,N15572,80,65,2,0,IAH,PNS,489,4,11,0,,0
14159,2011,1,22,6,837,1133,XE,2435,N12567,116,94,18,12,IAH,JAX,817,4,18,0,,0
14160,2011,1,22,6,1559,1653,XE,2442,N13958,54,33,3,-1,IAH,LFT,201,6,15,0,,0
14161,2011,1,22,6,1041,1412,XE,2446,N27152,151,121,8,1,IAH,RDU,1043,6,24,0,,0
14162,2011,1,22,6,2110,2228,XE,2451,N12145,78,61,-10,-5,IAH,OKC,395,1,16,0,,0
14163,2011,1,22,6,905,1010,XE,2453,N12145,65,47,-9,-5,IAH,BRO,308,5,13,0,,0
14164,2011,1,22,6,1532,1715,XE,2474,N14179,103,85,-4,-3,IAH,BNA,657,6,12,0,,0
14165,2011,1,22,6,1030,1148,XE,2482,N13124,78,51,4,-5,IAH,GPT,376,4,23,0,,0
14166,2011,1,22,6,1630,1944,XE,2488,N13903,134,114,-5,-6,IAH,CLT,913,11,9,0,,0
